Results for 108th Congress,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,congress,Results for 109th Congress,Results for 110th Congress,Results for 111th Congress,Results for 112th Congress,Results for 113th Congress,Results for 114th Congress,Results for 115th Congress,Results for 116th Congress,Results for 117th Congress,Results for 118th Congress,education_category,party_simplified,gender_simplified,education_ordered
,Barbara,,,,11/30/1946,,1,U.S. Representative,Republican,WY,AL,01/04/1995,01/05/2009,Episcopalian,White,Bachelor's degree,Medicine,Real Estate,,,,Did not serve,,,110,,Cubin,,,,,,,,,Unknown,Republican,Male,Unknown
,Henry,,,,09/19/1955,,2,U.S. Representative,Democrat,TX,28,01/20/2005,01/03/2023,Roman Catholic,Hispanic,Professional degree,Law,,,,,Did not serve,,,110,,Cuellar,,,,,,,,,Unknown,Democrat,Female,Unknown
,Henry,,,,09/19/1955,,2,U.S. Representative,Democrat,TX,28,01/20/2005,01/03/2025,Roman Catholic,Hispanic,Professional degree,Law,,,,,Did not serve,,,110,,Cuellar,,,,,,,,,Unknown,Democrat,Male,Unknown
,John,,,,08/24/1956,,2,U.S. Representative,Republican,TX,7,01/03/2001,01/03/2019,Methodist,White,Professional degree,Law,,,,,Did not serve,,,110,,Culberson,,,,,,,,,Unknown,Republican,Female,Unknown
,Elijah,E.,,,01/18/1951,10/17/2019,2,U.S. Representative,Democrat,MD,7,04/16/1996,10/17/2019,Baptist,African American,Professional degree,Law,,,,,Did not serve,,,110,,Cummings,,,,,,,,,Unknown,Democrat,Male,Unknown
,Artur,,,,04/09/1967,,2,U.S. Representative,Democrat,AL,7,01/03/2003,01/03/2011,Not specified,African American,Professional degree,Journalism,Law,,,,Did not serve,,,110,,Davis,,,,,,,,,Unknown,Democrat,Female,Unknown
,Danny,K.,,,09/06/1941,,2,U.S. Representative,Democrat,IL,7,01/07/1997,01/03/2025,Baptist,African American,Doctorate degree,Education,Medicine,Public service/politics,,,Did not serve,,,110,,Davis,,,,,,,,,Unknown,Democrat,Male,Unknown
,David,,,,11/06/1959,,2,U.S. Representative,Republican,TN,1,01/03/2007,01/05/2009,Baptist,White,Bachelor's degree,Medicine,,,,,Did not serve,,,110,,Davis,,,,,,,,,Unknown,Republican,Male,Unknown
,Geoff,,,,10/26/1958,,2,U.S. Representative,Republican,KY,4,01/03/2005,07/31/2012,Baptist,White,Bachelor's degree,Business or banking,,,,,Army,,,110,,Davis,,,,,,,,,Unknown,Republican,Female,Unknown
,Jo Ann,S.,,,06/29/1950,10/06/2007,1,U.S. Representative,Republican,VA,1,01/03/2001,01/05/2009,Assembly of God,White,High School graduate,,,,,,Did not serve,,,110,,Davis,,,,,,,,,Unknown,Republican,Female,Unknown
,Lincoln,E,,,09/13/1943,,2,U.S. Representative,Democrat,TN,4,01/03/2003,01/03/2011,Baptist,White,Bachelor's degree,Business or banking,Construction/building trades,Engineering,,,Did not serve,,,110,,Davis,,,,,,,,,Unknown,Democrat,Male,Unknown
,Susan,A.,,,04/13/1944,,1,U.S. Representative,Democrat,CA,53,01/03/2003,01/03/2021,Jewish,White,Master's degree,Misc.,Public service/politics,,,,Did not serve,,,110,,Davis,,,,,,,,,Unknown,Democrat,Male,Unknown
,Thomas,M.,III,,01/05/1949,,2,U.S. Representative,Republican,VA,11,01/04/1995,01/05/2009,Christian Scientist,White,Professional degree,Business or banking,Law,Public service/politics,,,National Guard,,,110,,Davis,,,,,,,,,Unknown,Republican,Male,Unknown
,John,Nathan,,,08/25/1942,,2,U.S. Representative,Republican,GA,10,01/03/2003,01/03/2007,Baptist,White,Professional degree,Law,,,,,Army,,,110,,Deal,,,,,,,,,Unknown,Republican,Male,Unknown
,John,Nathan,,,08/25/1942,,2,U.S. Representative,Republican,GA,9,01/03/2007,03/21/2010,Baptist,White,Professional degree,Law,,,,,Army,,,110,,Deal,,,,,,,,,Unknown,Republican,Male,Unknown
,Peter,A.,,,05/27/1947,,2,U.S. Representative,Democrat,OR,4,01/06/1987,01/03/2023,Roman Catholic,White,Master's degree,Congressional Aide,,,,,Air Force,,,110,,DeFazio,,,,,,,,,Unknown,Democrat,Male,Unknown
,Diana,,,,07/29/1957,,1,U.S. Representative,Democrat,CO,1,01/07/1997,01/03/2023,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,,110,,DeGette,,,,,,,,,Unknown,Democrat,Female,Unknown
,Diana,,,,07/29/1957,,1,U.S. Representative,Democrat,CO,1,01/07/1997,01/03/2025,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,,110,,DeGette,,,,,,,,,Unknown,Democrat,Male,Unknown
,William,D.,,Bill,07/18/1941,,2,U.S. Representative,Democrat,MA,10,01/07/1997,01/03/2011,Roman Catholic,White,Professional degree,Law,,,,,Coast Guard,,,110,,Delahunt,,,,,,,,,Unknown,Democrat,Female,Unknown
,Rosa,L.,,,03/02/1943,,1,U.S. Representative,Democrat,CT,3,01/03/1991,01/03/2023,Roman Catholic,White,Master's degree,Congressional Aide,Public service/politics,,,,Did not serve,,,110,,DeLauro,,,,,,,,,Unknown,Democrat,Female,Unknown
,Rosa,L.,,,03/02/1943,,1,U.S. Representative,Democrat,CT,3,01/03/1991,01/03/2025,Roman Catholic,White,Master's degree,Congressional Aide,Public service/politics,,,,Did not serve,,,110,,DeLauro,,,,,,,,,Unknown,Democrat,Female,Unknown
,James,W,,,09/02/1951,,2,U.S. Senator,Republican,SC,,01/03/2005,01/03/2011,Presbyterian,White,Master's degree,Business or banking,,,,,Did not serve,,,110,,DeMint,,,,,,,,,Unknown,Republican,Male,Unknown
,Charles,Wieder,,,05/24/1960,,2,U.S. Representative,Republican,PA,15,01/03/2005,05/12/2018,Presbyterian,White,Master's degree,Congressional Aide,,,,,Did not serve,,,110,,Dent,,,,,,,,,Unknown,Republican,Female,Unknown
,Lincoln,,,,08/13/1954,,2,U.S. Representative,Republican,FL,21,01/05/1993,01/03/2011,Roman Catholic,Hispanic,Professional degree,Law,,,,,Did not serve,,,110,,Diaz-Balart,,,,,,,,,Unknown,Republican,Male,Unknown
,Mario,,,,09/25/1961,,2,U.S. Representative,Republican,FL,25,01/03/2003,01/03/2011,Roman Catholic,Hispanic,High School graduate,Business or banking,,,,,Did not serve,,,110,,Diaz-Balart,,,,,,,,,Unknown,Republican,Male,Unknown
,Norman,DeValois,,,12/16/1940,,2,U.S. Representative,Democrat,WA,6,01/04/1977,01/03/2013,Lutheran,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,,110,,Dicks,,,,,,,,,Unknown,Democrat,Male,Unknown
,John,David,Jr.,,07/08/1926,,2,U.S. Representative,Democrat,MI,15,01/03/2003,01/03/2013,Roman Catholic,White,Professional degree,Law,,,,,Army,,,110,,Dingell,,,,,,,,,Unknown,Democrat,Female,Unknown
,Christopher,J.,,,05/27/1944,,2,U.S. Senator,Democrat,CT,,01/05/1981,01/03/2011,Roman Catholic,White,Professional degree,Law,,,,,Army Reserve,,,110,,Dodd,,,,,,,,,Unknown,Democrat,Male,Unknown
,Lloyd,,,,10/06/1946,,2,U.S. Representative,Democrat,TX,10,01/04/1995,01/03/2005,Methodist,White,Professional degree,Education,Law,Public service/politics,,,Did not serve,,,110,,Doggett,,,,,,,,,Unknown,Democrat,Male,Unknown
,Lloyd,,,,10/06/1946,,2,U.S. Representative,Democrat,TX,25,01/04/2005,01/03/2013,Methodist,White,Professional degree,Education,Law,Public service/politics,,,Did not serve,,,110,,Doggett,,,,,,,,,Unknown,Democrat,Male,Unknown
,Elizabeth,Hanford,,Liddy,07/29/1936,,1,U.S. Senator,Republican,NC,,01/03/2003,01/05/2009,Methodist,White,Professional degree,Law,Medicine,,,,Did not serve,,,110,,Dole,,,,,,,,,Unknown,Republican,Male,Unknown
,Pete,Vichi,,,05/07/1932,09/13/2017,2,U.S. Senator,Republican,NM,,01/03/1973,01/02/2009,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,110,,Domenici,,,,,,,,,Unknown,Republican,Male,Unknown
,Joe,,,,09/28/1955,,2,U.S. Representative,Democrat,IN,2,01/03/2007,01/03/2013,Roman Catholic,White,Professional degree,Business or banking,,,,,Did not serve,,,110,,Donnelly,,,,,,,,,Unknown,Democrat,Male,Unknown
,John,T.,,,10/30/1950,,2,U.S. Representative,Republican,CA,4,01/05/1993,01/05/2009,Mormon,White,Professional degree,Public service/politics,,,,,Did not serve,,,110,,Doolittle,,,,,,,,,Unknown,Republican,Male,Unknown
,Byron,Leslie,,,05/14/1942,,2,U.S. Senator,Democrat,ND,,01/05/1993,01/03/2011,Lutheran,White,Master's degree,Public service/politics,,,,,Did not serve,,,110,,Dorgan,,,,,,,,,Unknown,Democrat,Male,Unknown
,Michael,F.,Jr.,Mike,08/05/1953,,2,U.S. Representative,Democrat,PA,14,01/03/2003,01/03/2019,Roman Catholic,White,Bachelor's degree,Business or banking,Public service/politics,,,,Did not serve,,,110,,Doyle,,,,,,,,,Unknown,Democrat,Female,Unknown
,Thelma,,,,11/20/1949,,1,U.S. Representative,Republican,VA,2,01/03/2005,01/05/2009,United Church of Christ,White,High School graduate,Real Estate,,,,,Did not serve,,,110,,Drake,,,,,,,,,Unknown,Republican,Female,Unknown
,David,T.,,,07/05/1952,,2,U.S. Representative,Republican,CA,26,01/03/2003,01/03/2013,Christian Scientist,White,Master's degree,Business or banking,,,,,Did not serve,,,110,,Dreier,,,,,,,,,Unknown,Republican,Male,Unknown
,John,J.,Jr.,"Jimmy, Jr.",07/21/1947,,2,U.S. Representative,Republican,TN,2,01/03/1989,01/03/2019,Presbyterian,White,Professional degree,Law,,,,,Army National Guard,,,110,,Duncan,,,,,,,,,Unknown,Republican,Male,Unknown
,Richard,Joseph,,,11/21/1944,,2,U.S. Senator,Democrat,IL,,01/20/1997,01/03/2027,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,110,,Durbin,,,,,,,,,Unknown,Democrat,Male,Unknown
,Donna,F.,,,06/28/1958,,1,U.S. Representative,Democrat,MD,4,06/17/2008,01/03/2017,Baptist,African American,Professional degree,Aeronautics,Law,,,,Did not serve,,,110,,Edwards,,,,,,,,,Unknown,Democrat,Female,Unknown
,Thomas,Chester,,Chet,11/24/1951,,2,U.S. Representative,Democrat,TX,11,01/03/1991,01/03/2005,Methodist,White,Master's degree,Business or banking,Misc.,,,,Did not serve,,,110,,Edwards,,,,,,,,,Unknown,Democrat,Female,Unknown
,Thomas,Chester,,Chet,11/24/1951,,2,U.S. Representative,Democrat,TX,17,01/03/2005,01/03/2011,Methodist,White,Master's degree,Business or banking,Misc.,,,,Did not serve,,,110,,Edwards,,,,,,,,,Unknown,Democrat,Male,Unknown
,Vernon,J.,,,02/06/1934,08/15/2017,2,U.S. Representative,Republican,MI,3,12/07/1993,01/03/2011,Christian,White,Doctorate degree,Education,Medicine,,,,Did not serve,,,110,,Ehlers,,,,,,,,,Unknown,Republican,Female,Unknown
,Keith,,,,08/04/1963,,2,U.S. Representative,Democrat,MN,5,01/03/2007,01/03/2019,Muslim,African American,Professional degree,Law,,,,,Did not serve,,,110,,Ellison,,,,,,,,,Unknown,Democrat,Male,Unknown
,Brad,,,,09/11/1958,,2,U.S. Representative,Democrat,IN,8,01/03/2007,01/03/2011,Roman Catholic,White,Master's degree,Law Enforcement,,,,,Did not serve,,,110,,Ellsworth,,,,,,,,,Unknown,Democrat,Female,Unknown
,Rahm,,,,11/29/1959,,2,U.S. Representative,Democrat,IL,5,01/03/2003,01/05/2009,Jewish,White,Master's degree,Congressional Aide,,,,,Did not serve,,,110,,Emanuel,,,,,,,,,Unknown,Democrat,Male,Unknown
,Jo Ann,,,,09/16/1950,,1,U.S. Representative,Republican,MO,8,01/08/1997,01/22/2013,Presbyterian,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,,110,,Emerson,,,,,,,,,Unknown,Republican,Female,Unknown
,Eliot,L.,,,02/18/1947,,2,U.S. Representative,Democrat,NY,17,01/05/1993,01/03/2013,Jewish,White,Professional degree,Education,Public service/politics,,,,Did not serve,,,110,,Engel,,,,,,,,,Unknown,Democrat,Female,Unknown
,Philip,S.,,Phil,06/20/1956,,2,U.S. Representative,Republican,PA,3,01/03/2003,01/05/2009,Roman Catholic,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,,110,,English,,,,,,,,,Unknown,Republican,Male,Unknown
,John,Eric,,,03/25/1958,,2,U.S. Senator,Republican,NV,,01/03/2001,05/03/2011,Christian,White,Professional degree,Business or banking,Medicine,,,,Did not serve,,,110,,Ensign,,,,,,,,,Unknown,Republican,Male,Unknown
,Michael,B.,,,02/01/1944,07/26/2021,2,U.S. Senator,Republican,WY,,01/03/1997,01/03/2021,Presbyterian,White,Master's degree,Business or banking,,,,,Air National Guard-Wyoming,,,110,,Enzi,,,,,,,,,Unknown,Republican,Female,Unknown
,Anna,G.,,,12/13/1942,,1,U.S. Representative,Democrat,CA,14,01/05/1993,01/03/2013,Roman Catholic,White,Associate degree,Public service/politics,,,,,Did not serve,,,110,,Eshoo,,,,,,,,,Unknown,Democrat,Male,Unknown
,Bobby,R.,,Bob,08/07/1941,,2,U.S. Representative,Democrat,NC,2,01/07/1997,01/03/2011,Presbyterian,White,Bachelor's degree,Agriculture,Business or banking,Public service/politics,,,Army,,,110,,Etheridge,,,,,,,,,Unknown,Democrat,Male,Unknown
,Terry,,,,02/15/1937,,2,U.S. Representative,Republican,AL,2,01/05/1993,01/05/2009,Baptist,White,High School graduate,Agriculture,Business or banking,Journalism,Real Estate,,Air Force,,,110,,Everett,,,,,,,,,Unknown,Republican,Female,Unknown
,Mary,,,,12/09/1954,,1,U.S. Representative,Republican,OK,5,01/03/2007,01/03/2011,Christian,White,Bachelor's degree,Real Estate,,,,,Did not serve,,,110,,Fallin,,,,,,,,,Unknown,Republican,Male,Unknown
,Sam,,,,07/04/1941,,2,U.S. Representative,Democrat,CA,17,06/08/1993,01/03/2013,Episcopalian,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,,110,,Farr,,,,,,,,,Unknown,Democrat,Male,Unknown
,Chaka,,,,11/21/1956,,2,U.S. Representative,Democrat,PA,2,01/04/1995,06/23/2016,Baptist,African American,Master's degree,Public service/politics,,,,,Did not serve,,,110,,Fattah,,,,,,,,,Unknown,Democrat,Male,Unknown
,Thomas,C.,III,,05/21/1958,,2,U.S. Representative,Republican,FL,24,01/03/2003,01/05/2009,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,,110,,Feeney,,,,,,,,,Unknown,Republican,Male,Unknown
,Russell,D.,,,03/02/1953,,2,U.S. Senator,Democrat,WI,,01/05/1993,01/03/2011,Jewish,White,Professional degree,Law,,,,,Did not serve,,,110,,Feingold,,,,,,,,,Unknown,Democrat,Female,Unknown
,Dianne,,,,06/22/1933,09/29/2023,1,U.S. Senator,Democrat,CA,,11/04/1992,09/29/2023,Jewish,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,,110,,Feinstein,,,,,,,,,Unknown,Democrat,Female,Unknown
,Mike,,,,06/22/1970,,2,U.S. Representative,Republican,NJ,7,01/03/2001,01/05/2009,Roman Catholic,White,Master's degree,Education,,,,,Did not serve,,,110,,Ferguson,,,,,,,,,Unknown,Republican,Male,Unknown
,Bob,,,,09/04/1942,,2,U.S. Representative,Democrat,CA,51,01/03/2003,12/03/2012,Jewish,White,Doctorate degree,Education,Public service/politics,,,,Did not serve,,,110,,Filner,,,,,,,,,Unknown,Democrat,Male,Unknown
,Jeff,,,,12/31/1962,,2,U.S. Representative,Republican,AZ,6,01/03/2003,01/03/2013,Mormon,White,Master's degree,Public service/politics,,,,,Did not serve,,,110,,Flake,,,,,,,,,Unknown,Republican,Male,Unknown
,J.,Randy,,Randy,02/17/1952,,2,U.S. Representative,Republican,VA,4,06/19/2001,01/03/2017,Baptist,White,Professional degree,Law,,,,,Did not serve,,,110,,Forbes,,,,,,,,,Unknown,Republican,Female,Unknown
,Jeffrey,Lane,,,12/27/1960,,2,U.S. Representative,Republican,NE,1,01/20/2005,03/31/2022,Roman Catholic,White,Master's degree,Business or banking,Congressional Aide,,,,Did not serve,,,110,,Fortenberry,,,,,,,,,Unknown,Republican,Male,Unknown
,Vito,J.,,,03/09/1965,,2,U.S. Representative,Republican,NY,13,11/04/1997,01/05/2009,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,110,,Fossella,,,,,,,,,Unknown,Republican,Male,Unknown
,Bill,,,,10/07/1955,,2,U.S. Representative,Democrat,IL,14,03/08/2008,01/03/2011,Not specified,White,Doctorate degree,Business or banking,Misc.,,,,Did not serve,,,110,,Foster,,,,,,,,,Unknown,Democrat,Male,Unknown
,Virginia,,,,06/29/1943,,1,U.S. Representative,Republican,NC,5,01/20/2005,01/03/2023,Roman Catholic,White,Doctorate degree,Business or banking,Education,,,,Did not serve,,,110,,Foxx,,,,,,,,,Unknown,Republican,Male,Unknown
,Virginia,,,,06/29/1943,,1,U.S. Representative,Republican,NC,5,01/20/2005,01/03/2025,Roman Catholic,White,Doctorate degree,Business or banking,Education,,,,Did not serve,,,110,,Foxx,,,,,,,,,Unknown,Republican,Male,Unknown
,Barney,,,,03/31/1940,,2,U.S. Representative,Democrat,MA,4,01/05/1981,01/03/2013,Jewish,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,,110,,Frank,,,,,,,,,Unknown,Democrat,Male,Unknown
,Trent,,,,06/19/1957,,2,U.S. Representative,Republican,AZ,2,01/03/2003,01/03/2013,Baptist,Hispanic,High School graduate,Public service/politics,,,,,Did not serve,,,110,,Franks,,,,,,,,,Unknown,Republican,Male,Unknown
,Rodney,P.,,,04/29/1946,,2,U.S. Representative,Republican,NJ,11,01/04/1995,01/03/2019,Episcopalian,White,Bachelor's degree,Public service/politics,,,,,Army,,,110,,Frelinghuysen,,,,,,,,,Unknown,Republican,Male,Unknown
,Marcia,L.,,,10/29/1952,,1,U.S. Representative,Democrat,OH,11,11/18/2008,03/10/2021,Baptist,African American,Professional degree,Public service/politics,,,,,Did not serve,,,110,,Fudge,,,,,,,,,Unknown,Democrat,Female,Unknown
,Elton,,,,03/07/1944,,2,U.S. Representative,Republican,CA,24,01/03/2003,01/03/2013,Protestant,White,High School graduate,Real Estate,,,,,Did not serve,,,110,,Gallegly,,,,,,,,,Unknown,Republican,Male,Unknown
,E.,Scott,,Scott,07/09/1959,,2,U.S. Representative,Republican,NJ,5,01/03/2003,01/03/2017,Protestant,White,Professional degree,Law,,,,,Did not serve,,,110,,Garrett,,,,,,,,,Unknown,Republican,Male,Unknown
,James,William,,Jim,02/25/1955,,2,U.S. Representative,Republican,PA,6,01/03/2003,01/03/2015,Not specified,White,Professional degree,Law,,,,,Did not serve,,,110,,Gerlach,,,,,,,,,Unknown,Republican,Male,Unknown
,Gabrielle,,,,06/08/1970,,1,U.S. Representative,Democrat,AZ,8,01/03/2007,01/25/2012,Jewish,White,Master's degree,Business or banking,,,,,Did not serve,,,110,,Giffords,,,,,,,,,Unknown,Democrat,Male,Unknown
,Wayne,T.,,,04/15/1946,,2,U.S. Representative,Republican,MD,1,01/03/1991,01/05/2009,Methodist,White,Bachelor's degree,Education,,,,,Marine Corps,,,110,,Gilchrest,,,,,,,,,Unknown,Republican,Male,Unknown
,Kirsten,,,,12/09/1966,,1,U.S. Representative,Democrat,NY,20,01/03/2007,01/26/2009,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,110,,Gillibrand,,,,,,,,,Unknown,Democrat,Male,Unknown
,Paul,E.,,,02/01/1939,09/05/2007,2,U.S. Representative,Republican,OH,5,01/03/1989,09/05/2007,Methodist,White,Professional degree,Law,,,,,Air Force,Army Air Corps,,110,,Gillmor,,,,,,,,,Unknown,Republican,Male,Unknown
,John,Philip,,Phil,07/10/1942,,2,U.S. Representative,Republican,GA,11,01/03/2003,01/03/2015,Roman Catholic,White,Professional degree,Medicine,,,,,Did not serve,,,110,,Gingrey,,,,,,,,,Unknown,Republican,Male,Unknown
,Louie,B.,Jr.,,08/18/1953,,2,U.S. Representative,Republican,TX,1,01/20/2005,01/03/2023,Baptist,White,Professional degree,Law,,,,,Army,,,110,,Gohmert,,,,,,,,,Unknown,Republican,Male,Unknown
,Charles,A,,Charlie,05/05/1945,,2,U.S. Representative,Democrat,TX,20,01/03/1999,01/03/2013,Roman Catholic,Hispanic,Professional degree,Law,,,,,Did not serve,,,110,,Gonzalez,,,,,,,,,Unknown,Democrat,Female,Unknown
,Virgil,H.,Jr.,,10/17/1946,,2,U.S. Representative,Republican,VA,5,08/01/2002,01/05/2009,Baptist,White,Professional degree,Law,,,,,National Guard-Virginia,Navy,,110,,Goode,,,,,,,,,Unknown,Republican,Male,Unknown
,Robert,W.,,Bob,09/22/1952,,2,U.S. Representative,Republican,VA,6,01/05/1993,01/03/2019,Christian Scientist,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,,110,,Goodlatte,,,,,,,,,Unknown,Republican,Male,Unknown
,Barton,Jennings,,Bart,01/24/1949,,2,U.S. Representative,Democrat,TN,6,01/03/1985,01/03/2011,Methodist,White,Professional degree,Law,,,,,Did not serve,,,110,,Gordon,,,,,,,,,Unknown,Democrat,Female,Unknown
,Lindsey,O.,,,07/09/1955,,2,U.S. Senator,Republican,SC,,01/20/2003,01/03/2027,Southern Baptist,White,Professional degree,Law,,,,,Air Force,Air Force Reserve,SC Air National Guard,110,,Graham,,,,,,,,,Unknown,Republican,Male,Unknown
,Kay,,,,01/18/1943,,1,U.S. Representative,Republican,TX,12,01/20/1997,01/03/2025,Methodist,White,Bachelor's degree,Business or banking,Public service/politics,,,,Did not serve,,,110,,Granger,,,,,,,,,Unknown,Republican,Male,Unknown
,Charles,Ernest,,,09/17/1933,,2,U.S. Senator,Republican,IA,,01/05/1981,01/03/2023,Baptist,White,Master's degree,Agriculture,,,,,Did not serve,,,110,,Grassley,,,,,,,,,Unknown,Republican,Male,Unknown
,Charles,Ernest,,,09/17/1933,,2,U.S. Senator,Republican,IA,,01/05/1981,01/03/2029,Baptist,White,Master's degree,Agriculture,,,,,Did not serve,,,110,,Grassley,,,,,,,,,Unknown,Republican,Female,Unknown
,Sam,,,,11/07/1963,,2,U.S. Representative,Republican,MO,6,01/20/2001,01/03/2025,Baptist,White,Bachelor's degree,Agriculture,,,,,Did not serve,,,110,,Graves,,,,,,,,,Unknown,Republican,Male,Unknown
,Al,,,,09/01/1947,,2,U.S. Representative,Democrat,TX,9,01/20/2005,01/03/2025,Christian,African American,Professional degree,Law,,,,,Did not serve,,,110,,Green,,,,,,,,,Unknown,Democrat,Male,Unknown
,Gene,,,,10/17/1947,,2,U.S. Representative,Democrat,TX,29,01/05/1993,01/03/2019,Methodist,White,Bachelor's degree,Law,,,,,Did not serve,,,110,,Green,,,,,,,,,Unknown,Democrat,Female,Unknown
,Judd,Alan,,,02/14/1947,,2,U.S. Senator,Republican,NH,,01/05/1993,01/03/2011,Congregationalist,White,Professional degree,Law,,,,,Did not serve,,,110,,Gregg,,,,,,,,,Unknown,Republican,Male,Unknown
,Raúl,Manuel,,,02/19/1948,,2,U.S. Representative,Democrat,AZ,7,01/03/2003,01/03/2013,Roman Catholic,Hispanic,Bachelor's degree,Education,,,,,Did not serve,,,110,,Grijalva,,,,,,,,,Unknown,Democrat,Male,Unknown
,Luis,V.,,,12/10/1953,,2,U.S. Representative,Democrat,IL,4,01/05/1993,01/03/2019,Roman Catholic,Hispanic,Bachelor's degree,Education,Public service/politics,,,,Did not serve,,,110,,Gutierrez,,,,,,,,,Unknown,Democrat,Male,Unknown
,Chuck,,,,10/04/1946,,2,U.S. Senator,Republican,NE,,01/07/1997,01/02/2009,Episcopalian,White,Bachelor's degree,Business or banking,Congressional Aide,Journalism,,,Army,,,110,,Hagel,,,,,,,,,Unknown,Republican,Male,Unknown
,John,,,,07/23/1948,,2,U.S. Representative,Democrat,NY,19,01/03/2007,01/03/2011,Christian,White,High School graduate,Misc.,,,,,Did not serve,,,110,,Hall,,,,,,,,,Unknown,Democrat,Female,Unknown
,Ralph,Moody,,,05/03/1923,03/07/2019,2,U.S. Representative,Republican,TX,4,01/02/2004,01/03/2015,Methodist,White,Professional degree,Business or banking,Law,,,,Navy,,,110,,Hall,,,,,,,,,Unknown,Republican,Male,Unknown
,Phil,,,,02/21/1949,,2,U.S. Representative,Democrat,IL,17,01/03/2007,01/03/2011,Roman Catholic,White,High School graduate,Congressional Aide,,,,,Army Reserve,,,110,,Hare,,,,,,,,,Unknown,Democrat,Male,Unknown
