Results for 108th Congress,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,congress,Results for 109th Congress,Results for 110th Congress,Results for 111th Congress,Results for 112th Congress,Results for 113th Congress,Results for 114th Congress,Results for 115th Congress,Results for 116th Congress,Results for 117th Congress,Results for 118th Congress
,Bob,,,,09/04/1942,,2,U.S. Representative,Democrat,CA,51,01/03/2003,12/03/2012,Jewish,White,Doctorate degree,Education,Public service/politics,,,,Did not serve,,,110,,Filner,,,,,,,,
,Jeff,,,,12/31/1962,,2,U.S. Representative,Republican,AZ,6,01/03/2003,01/03/2013,Mormon,White,Master's degree,Public service/politics,,,,,Did not serve,,,110,,Flake,,,,,,,,
,J.,Randy,,Randy,02/17/1952,,2,U.S. Representative,Republican,VA,4,06/19/2001,01/03/2017,Baptist,White,Professional degree,Law,,,,,Did not serve,,,110,,Forbes,,,,,,,,
,Jeffrey,Lane,,,12/27/1960,,2,U.S. Representative,Republican,NE,1,01/20/2005,03/31/2022,Roman Catholic,White,Master's degree,Business or banking,Congressional Aide,,,,Did not serve,,,110,,Fortenberry,,,,,,,,
,Vito,J.,,,03/09/1965,,2,U.S. Representative,Republican,NY,13,11/04/1997,01/05/2009,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,110,,Fossella,,,,,,,,
,Bill,,,,10/07/1955,,2,U.S. Representative,Democrat,IL,14,03/08/2008,01/03/2011,Not specified,White,Doctorate degree,Business or banking,Misc.,,,,Did not serve,,,110,,Foster,,,,,,,,
,Virginia,,,,06/29/1943,,1,U.S. Representative,Republican,NC,5,01/20/2005,01/03/2023,Roman Catholic,White,Doctorate degree,Business or banking,Education,,,,Did not serve,,,110,,Foxx,,,,,,,,
,Virginia,,,,06/29/1943,,1,U.S. Representative,Republican,NC,5,01/20/2005,01/03/2025,Roman Catholic,White,Doctorate degree,Business or banking,Education,,,,Did not serve,,,110,,Foxx,,,,,,,,
,Barney,,,,03/31/1940,,2,U.S. Representative,Democrat,MA,4,01/05/1981,01/03/2013,Jewish,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,,110,,Frank,,,,,,,,
,Trent,,,,06/19/1957,,2,U.S. Representative,Republican,AZ,2,01/03/2003,01/03/2013,Baptist,Hispanic,High School graduate,Public service/politics,,,,,Did not serve,,,110,,Franks,,,,,,,,
,Rodney,P.,,,04/29/1946,,2,U.S. Representative,Republican,NJ,11,01/04/1995,01/03/2019,Episcopalian,White,Bachelor's degree,Public service/politics,,,,,Army,,,110,,Frelinghuysen,,,,,,,,
,Marcia,L.,,,10/29/1952,,1,U.S. Representative,Democrat,OH,11,11/18/2008,03/10/2021,Baptist,African American,Professional degree,Public service/politics,,,,,Did not serve,,,110,,Fudge,,,,,,,,
,Elton,,,,03/07/1944,,2,U.S. Representative,Republican,CA,24,01/03/2003,01/03/2013,Protestant,White,High School graduate,Real Estate,,,,,Did not serve,,,110,,Gallegly,,,,,,,,
,E.,Scott,,Scott,07/09/1959,,2,U.S. Representative,Republican,NJ,5,01/03/2003,01/03/2017,Protestant,White,Professional degree,Law,,,,,Did not serve,,,110,,Garrett,,,,,,,,
,James,William,,Jim,02/25/1955,,2,U.S. Representative,Republican,PA,6,01/03/2003,01/03/2015,Not specified,White,Professional degree,Law,,,,,Did not serve,,,110,,Gerlach,,,,,,,,
,Gabrielle,,,,06/08/1970,,1,U.S. Representative,Democrat,AZ,8,01/03/2007,01/25/2012,Jewish,White,Master's degree,Business or banking,,,,,Did not serve,,,110,,Giffords,,,,,,,,
,Wayne,T.,,,04/15/1946,,2,U.S. Representative,Republican,MD,1,01/03/1991,01/05/2009,Methodist,White,Bachelor's degree,Education,,,,,Marine Corps,,,110,,Gilchrest,,,,,,,,
,Kirsten,,,,12/09/1966,,1,U.S. Representative,Democrat,NY,20,01/03/2007,01/26/2009,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,110,,Gillibrand,,,,,,,,
,Paul,E.,,,02/01/1939,09/05/2007,2,U.S. Representative,Republican,OH,5,01/03/1989,09/05/2007,Methodist,White,Professional degree,Law,,,,,Air Force,Army Air Corps,,110,,Gillmor,,,,,,,,
,John,Philip,,Phil,07/10/1942,,2,U.S. Representative,Republican,GA,11,01/03/2003,01/03/2015,Roman Catholic,White,Professional degree,Medicine,,,,,Did not serve,,,110,,Gingrey,,,,,,,,
,Louie,B.,Jr.,,08/18/1953,,2,U.S. Representative,Republican,TX,1,01/20/2005,01/03/2023,Baptist,White,Professional degree,Law,,,,,Army,,,110,,Gohmert,,,,,,,,
,Charles,A,,Charlie,05/05/1945,,2,U.S. Representative,Democrat,TX,20,01/03/1999,01/03/2013,Roman Catholic,Hispanic,Professional degree,Law,,,,,Did not serve,,,110,,Gonzalez,,,,,,,,
,Virgil,H.,Jr.,,10/17/1946,,2,U.S. Representative,Republican,VA,5,08/01/2002,01/05/2009,Baptist,White,Professional degree,Law,,,,,National Guard-Virginia,Navy,,110,,Goode,,,,,,,,
,Robert,W.,,Bob,09/22/1952,,2,U.S. Representative,Republican,VA,6,01/05/1993,01/03/2019,Christian Scientist,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,,110,,Goodlatte,,,,,,,,
,Barton,Jennings,,Bart,01/24/1949,,2,U.S. Representative,Democrat,TN,6,01/03/1985,01/03/2011,Methodist,White,Professional degree,Law,,,,,Did not serve,,,110,,Gordon,,,,,,,,
,Lindsey,O.,,,07/09/1955,,2,U.S. Senator,Republican,SC,,01/20/2003,01/03/2027,Southern Baptist,White,Professional degree,Law,,,,,Air Force,Air Force Reserve,SC Air National Guard,110,,Graham,,,,,,,,
,Kay,,,,01/18/1943,,1,U.S. Representative,Republican,TX,12,01/20/1997,01/03/2025,Methodist,White,Bachelor's degree,Business or banking,Public service/politics,,,,Did not serve,,,110,,Granger,,,,,,,,
,Charles,Ernest,,,09/17/1933,,2,U.S. Senator,Republican,IA,,01/05/1981,01/03/2023,Baptist,White,Master's degree,Agriculture,,,,,Did not serve,,,110,,Grassley,,,,,,,,
,Charles,Ernest,,,09/17/1933,,2,U.S. Senator,Republican,IA,,01/05/1981,01/03/2029,Baptist,White,Master's degree,Agriculture,,,,,Did not serve,,,110,,Grassley,,,,,,,,
,Sam,,,,11/07/1963,,2,U.S. Representative,Republican,MO,6,01/20/2001,01/03/2025,Baptist,White,Bachelor's degree,Agriculture,,,,,Did not serve,,,110,,Graves,,,,,,,,
,Al,,,,09/01/1947,,2,U.S. Representative,Democrat,TX,9,01/20/2005,01/03/2025,Christian,African American,Professional degree,Law,,,,,Did not serve,,,110,,Green,,,,,,,,
,Gene,,,,10/17/1947,,2,U.S. Representative,Democrat,TX,29,01/05/1993,01/03/2019,Methodist,White,Bachelor's degree,Law,,,,,Did not serve,,,110,,Green,,,,,,,,
,Judd,Alan,,,02/14/1947,,2,U.S. Senator,Republican,NH,,01/05/1993,01/03/2011,Congregationalist,White,Professional degree,Law,,,,,Did not serve,,,110,,Gregg,,,,,,,,
,Raúl,Manuel,,,02/19/1948,,2,U.S. Representative,Democrat,AZ,7,01/03/2003,01/03/2013,Roman Catholic,Hispanic,Bachelor's degree,Education,,,,,Did not serve,,,110,,Grijalva,,,,,,,,
,Luis,V.,,,12/10/1953,,2,U.S. Representative,Democrat,IL,4,01/05/1993,01/03/2019,Roman Catholic,Hispanic,Bachelor's degree,Education,Public service/politics,,,,Did not serve,,,110,,Gutierrez,,,,,,,,
,Chuck,,,,10/04/1946,,2,U.S. Senator,Republican,NE,,01/07/1997,01/02/2009,Episcopalian,White,Bachelor's degree,Business or banking,Congressional Aide,Journalism,,,Army,,,110,,Hagel,,,,,,,,
,John,,,,07/23/1948,,2,U.S. Representative,Democrat,NY,19,01/03/2007,01/03/2011,Christian,White,High School graduate,Misc.,,,,,Did not serve,,,110,,Hall,,,,,,,,
,Ralph,Moody,,,05/03/1923,03/07/2019,2,U.S. Representative,Republican,TX,4,01/02/2004,01/03/2015,Methodist,White,Professional degree,Business or banking,Law,,,,Navy,,,110,,Hall,,,,,,,,
,Phil,,,,02/21/1949,,2,U.S. Representative,Democrat,IL,17,01/03/2007,01/03/2011,Roman Catholic,White,High School graduate,Congressional Aide,,,,,Army Reserve,,,110,,Hare,,,,,,,,
,Thomas,Richard,,Tom,11/19/1939,,2,U.S. Senator,Democrat,IA,,01/03/1985,01/03/2015,Roman Catholic,White,Professional degree,Law,,,,,Reserve,,,110,,Harkin,,,,,,,,
,Jane,F.,,,06/28/1945,,1,U.S. Representative,Democrat,CA,36,01/03/2001,02/28/2011,Jewish,White,Professional degree,Congressional Aide,Law,Public service/politics,,,Did not serve,,,110,,Harman,,,,,,,,
,Dennis,,,,01/02/1942,,2,U.S. Representative,Republican,IL,14,01/06/1987,11/26/2007,Protestant,White,Master's degree,Education,Misc.,Sports,,,Did not serve,,,110,,Hastert,,,,,,,,
,Alcee,L.,,,09/05/1936,04/06/2021,2,U.S. Representative,Democrat,FL,23,01/05/1993,01/03/2013,African Methodist Episcopalian,African American,Professional degree,Law,,,,,Did not serve,,,110,,Hastings,,,,,,,,
,Richard,,,Doc,02/07/1941,,2,U.S. Representative,Republican,WA,4,01/04/1995,01/03/2015,Roman Catholic,White,Unknown,Business or banking,,,,,Army Reserve,,,110,,Hastings,,,,,,,,
,Orrin,Grant,,,03/22/1934,,2,U.S. Senator,Republican,UT,,01/04/1977,01/03/2019,Mormon,White,Professional degree,Law,,,,,Did not serve,,,110,,Hatch,,,,,,,,
,Robert,,,Robin,08/14/1945,,2,U.S. Representative,Republican,NC,8,01/03/1999,01/05/2009,Presbyterian,White,Professional degree,Business or banking,,,,,Did not serve,,,110,,Hayes,,,,,,,,
,Dean,,,,05/10/1960,,2,U.S. Representative,Republican,NV,2,01/03/2007,05/09/2011,Mormon,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,110,,Heller,,,,,,,,
,Jeb,,,,05/29/1957,,2,U.S. Representative,Republican,TX,5,01/03/2003,01/03/2019,Episcopalian,White,Professional degree,Business or banking,,,,,Did not serve,,,110,,Hensarling,,,,,,,,
,Walter,William,,Wally,05/20/1945,,2,U.S. Representative,Republican,CA,2,01/06/1987,01/03/2013,Mormon,White,Associate degree,Agriculture,Business or banking,,,,Did not serve,,,110,,Herger,,,,,,,,
,Stephanie,,,,12/03/1970,,1,U.S. Representative,Democrat,SD,AL,06/01/2004,01/03/2011,Lutheran,White,Professional degree,Labor leader,,,,,Did not serve,,,110,,Herseth-Sandlin,,,,,,,,
,Brian,M.,,,10/06/1959,,2,U.S. Representative,Democrat,NY,27,01/03/2005,01/03/2013,Roman Catholic,White,Master's degree,Public service/politics,,,,,Did not serve,,,110,,Higgins,,,,,,,,
,Baron,P.,,,06/23/1953,,2,U.S. Representative,Democrat,IN,9,01/03/2007,01/03/2011,Christian,White,Professional degree,Business or banking,,,,,Did not serve,,,110,,Hill,,,,,,,,
,Maurice,D.,,,10/27/1938,11/22/2017,2,U.S. Representative,Democrat,NY,22,01/03/2003,01/03/2013,Roman Catholic,White,Master's degree,Public service/politics,,,,,Navy,,,110,,Hinchey,,,,,,,,
,Ruben,,,,08/20/1940,,2,U.S. Representative,Democrat,TX,15,01/07/1997,01/03/2017,Roman Catholic,Hispanic,Master's degree,Business or banking,,,,,Did not serve,,,110,,Hinojosa,,,,,,,,
,Mazie,K.,,,11/03/1947,,1,U.S. Representative,Democrat,HI,2,01/03/2007,01/03/2013,Buddhist,Asian American,Professional degree,Law,,,,,Did not serve,,,110,,Hirono,,,,,,,,
,David,L.,,,10/17/1936,,2,U.S. Representative,Republican,OH,7,01/03/1991,01/05/2009,Methodist,White,Professional degree,Business or banking,Real Estate,,,,Air National Guard-Ohio,,,110,,Hobson,,,,,,,,
,Paul W.,,,,03/21/1951,,2,U.S. Representative,Democrat,NH,2,01/03/2007,01/03/2011,Jewish,White,Professional degree,Law,,,,,Did not serve,,,110,,Hodes,,,,,,,,
,Peter,,,,10/30/1953,,2,U.S. Representative,Republican,MI,2,01/05/1993,01/03/2011,Christian Reformed,White,Master's degree,Business or banking,,,,,Did not serve,,,110,,Hoekstra,,,,,,,,
,Tim,,,,03/05/1957,,2,U.S. Representative,Democrat,PA,17,01/03/2003,01/03/2013,Roman Catholic,White,Bachelor's degree,Law Enforcement,,,,,Did not serve,,,110,,Holden,,,,,,,,
,Rush,D.,,,10/15/1948,,2,U.S. Representative,Democrat,NJ,12,01/03/1999,01/03/2015,Society of Friends,White,Doctorate degree,Education,Engineering,Medicine,,,Did not serve,,,110,,Holt,,,,,,,,
,Mike,,,,06/27/1941,,2,U.S. Representative,Democrat,CA,15,01/03/2001,01/03/2013,Protestant,Asian American,Master's degree,Education,,,,,Did not serve,,,110,,Honda,,,,,,,,
,Darlene,,,,04/04/1939,,1,U.S. Representative,Democrat,OR,5,01/07/1997,01/05/2009,Lutheran,White,Bachelor's degree,Education,Public service/politics,,,,Did not serve,,,110,,Hooley,,,,,,,,
,Steny,Hamilton,,,06/14/1939,,2,U.S. Representative,Democrat,MD,5,05/19/1981,01/03/2025,Baptist,White,Professional degree,Law,,,,,Did not serve,,,110,,Hoyer,,,,,,,,
,Kenny,,,,05/22/1958,,2,U.S. Representative,Republican,MO,9,01/07/1997,01/05/2009,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,110,,Hulshof,,,,,,,,
,Duncan,Lee,,,05/31/1948,,2,U.S. Representative,Republican,CA,52,01/05/1993,01/05/2009,Baptist,White,Professional degree,Law,,,,,Army,,,110,,Hunter,,,,,,,,
,Kathryn,Ann Bailey,,Kay,07/22/1943,,1,U.S. Senator,Republican,TX,,06/14/1993,01/03/2013,Episcopalian,White,Bachelor's degree,Business or banking,Journalism,,,,Did not serve,,,110,,Hutchison,,,,,,,,
,Robert,D.,,,10/11/1959,,2,U.S. Representative,Republican,SC,4,01/03/2005,01/03/2011,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,,110,,Inglis,,,,,,,,
,James,Mountain,,,11/17/1934,,2,U.S. Senator,Republican,OK,,11/16/1994,01/03/2023,Presbyterian,White,Bachelor's degree,Business or banking,Public service/politics,Real Estate,,,Army,,,110,,Inhofe,,,,,,,,
,Daniel,Ken,,,09/07/1924,12/17/2012,2,U.S. Senator,Democrat,HI,AL,01/09/1963,12/17/2012,Methodist,Asian American,Professional degree,Law,,,,,Army,,,110,,Inouye,,,,,,,,
,Jay,,,,02/09/1951,,2,U.S. Representative,Democrat,WA,1,01/03/1999,03/20/2012,Protestant,White,Professional degree,Law,,,,,Did not serve,,,110,,Inslee,,,,,,,,
,Johnny,,,,12/24/1944,,2,U.S. Senator,Republican,GA,,01/03/2005,12/31/2019,Methodist,White,Bachelor's degree,Real Estate,,,,,Did not serve,,,110,,Isakson,,,,,,,,
,Steven,,,,06/30/1958,,2,U.S. Representative,Democrat,NY,2,01/03/2001,01/03/2013,Jewish,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,110,,Israel,,,,,,,,
,Darrell,,,,11/01/1953,,2,U.S. Representative,Republican,CA,49,01/03/2003,01/03/2019,Greek Orthodox,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,110,,Issa,,,,,,,,
,Jesse,L.,Jr.,,03/11/1965,,2,U.S. Representative,Democrat,IL,2,12/12/1995,11/21/2012,Baptist,African American,Professional degree,Law,,,,,Did not serve,,,110,,Jackson,,,,,,,,
,Sheila,,,,01/12/1950,07/19/2024,1,U.S. Representative,Democrat,TX,18,01/03/1995,07/19/2024,Seventh-Day Adventist,African American,Professional degree,Congressional Aide,Law,Public service/politics,,,Did not serve,,,110,,Jackson-Lee,,,,,,,,
,William,J.,,,03/14/1947,,2,U.S. Representative,Democrat,LA,2,01/03/1991,01/05/2009,Baptist,African American,Professional degree,Law,Public service/politics,,,,Army Judge Advocate Corps,Navy,Navy,110,,Jefferson,,,,,,,,
,Bobby,,,,06/10/1971,,2,U.S. Representative,Republican,LA,1,01/03/2005,01/14/2008,Roman Catholic,Asian American,Master's degree,Education,,,,,Did not serve,,,110,,Jindal,,,,,,,,
,Eddie,Bernice,,,12/03/1935,,1,U.S. Representative,Democrat,TX,30,01/03/1993,01/03/2023,Baptist,African American,Master's degree,Business or banking,Misc.,,,,Did not serve,,,110,,Johnson,,,,,,,,
,Henry,,Jr.,Hank,10/02/1954,,2,U.S. Representative,Democrat,GA,4,01/20/2007,01/03/2025,Buddhist,African American,Professional degree,Law,,,,,Did not serve,,,110,,Johnson,,,,,,,,
,Sam,,,,10/11/1930,05/27/2020,2,U.S. Representative,Republican,TX,3,05/08/1991,01/03/2019,Methodist,White,Bachelor's degree,Construction/building trades,Military,,,,Air Force,,,110,,Johnson,,,,,,,,
,Tim,P.,,Tim,12/28/1946,,2,U.S. Senator,Democrat,SD,,01/07/1997,01/03/2015,Lutheran,White,Professional degree,Law,,,,,Army,,,110,,Johnson,,,,,,,,
,Timothy,V.,,,07/23/1946,,2,U.S. Representative,Republican,IL,15,01/03/2001,01/03/2013,Assembly of God,White,Professional degree,Law,,,,,Did not serve,,,110,,Johnson,,,,,,,,
,Stephanie,Tubbs,,,09/10/1949,08/20/2008,1,U.S. Representative,Democrat,OH,11,01/03/1999,08/20/2008,Baptist,African American,Professional degree,Law,,,,,Did not serve,,,110,,Jones,,,,,,,,
,Walter,Beaman,Jr.,,02/10/1943,02/10/2019,2,U.S. Representative,Republican,NC,3,01/04/1995,02/10/2019,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,National Guard-North Carolina,,,110,,Jones,,,,,,,,
,Jim,,,,02/17/1964,,2,U.S. Representative,Republican,OH,4,01/20/2007,01/03/2025,Christian,White,Professional degree,Sports,,,,,Did not serve,,,110,,Jordan,,,,,,,,
,Steven,L.,,,12/12/1949,,2,U.S. Representative,Democrat,WI,8,01/03/2007,01/03/2011,Jewish,White,Professional degree,Medicine,,,,,Did not serve,,,110,,Kagen,,,,,,,,
,Paul,Edmund,,,04/02/1937,,2,U.S. Representative,Democrat,PA,11,01/03/1985,01/03/2011,Roman Catholic,White,Professional degree,Law,,,,,Army,,,110,,Kanjorski,,,,,,,,
,Marcia,Carolyn,,Marcy,06/17/1946,,1,U.S. Representative,Democrat,OH,9,01/03/1983,01/03/2025,Roman Catholic,White,Master's degree,Public service/politics,,,,,Did not serve,,,110,,Kaptur,,,,,,,,
,Richard,Anthony,,Ric,09/05/1964,,2,U.S. Representative,Republican,FL,8,01/03/2001,01/05/2009,Methodist,White,Professional degree,Law,,,,,Did not serve,,,110,,Keller,,,,,,,,
,Edward,Moore,,Ted,02/22/1932,08/25/2009,2,U.S. Senator,Democrat,MA,,01/09/1963,08/25/2009,Roman Catholic,White,Professional degree,Law,,,,,Army,,,110,,Kennedy,,,,,,,,
,Patrick,J.,,,07/14/1967,,2,U.S. Representative,Democrat,RI,1,01/04/1995,01/03/2011,Roman Catholic,Not specified,Bachelor's degree,Public service/politics,,,,,Did not serve,,,110,,Kennedy,,,,,,,,
,John,F.,,,12/22/1943,,2,U.S. Senator,Democrat,MA,,01/03/1985,02/01/2013,Roman Catholic,White,Professional degree,Law,,,,,Navy,,,110,,Kerry,,,,,,,,
,Dale,E.,,,09/16/1929,,2,U.S. Representative,Democrat,MI,5,01/03/2003,01/03/2013,Roman Catholic,White,Master's degree,Education,,,,,Did not serve,,,110,,Kildee,,,,,,,,
,Carolyn,Cheeks,,,06/25/1945,,1,U.S. Representative,Democrat,MI,13,01/03/2003,01/03/2011,Baptist,African American,Professional degree,Education,Public service/politics,,,,Did not serve,,,110,,Kilpatrick,,,,,,,,
,Ron,,,,03/16/1963,,2,U.S. Representative,Democrat,WI,3,01/03/1997,01/03/2023,Lutheran,White,Professional degree,Law,,,,,Did not serve,,,110,,Kind,,,,,,,,
,Peter,Thomas,,,04/05/1944,,2,U.S. Representative,Republican,NY,3,01/05/1993,01/02/2013,Roman Catholic,White,Professional degree,Law,,,,,National Guard,,,110,,King,,,,,,,,
,Steve,,,,05/28/1949,,2,U.S. Representative,Republican,IA,5,01/03/2003,01/03/2013,Roman Catholic,White,High School graduate,Business or banking,,,,,Did not serve,,,110,,King,,,,,,,,
,Jack,,,,04/24/1955,,2,U.S. Representative,Republican,GA,1,01/05/1993,01/03/2015,Episcopalian,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,110,,Kingston,,,,,,,,
,Mark,Steven,,,09/15/1959,,2,U.S. Representative,Republican,IL,10,01/03/2001,11/29/2010,Congregationalist,White,Professional degree,Law,,,,,Did not serve,,,110,,Kirk,,,,,,,,
,Ron,,,,07/10/1957,,2,U.S. Representative,Democrat,FL,22,01/03/2007,01/03/2011,Jewish,White,Professional degree,Law,,,,,Did not serve,,,110,,Klein,,,,,,,,
,John,,,,09/06/1947,,2,U.S. Representative,Republican,MN,2,01/03/2003,01/03/2017,Methodist,White,Master's degree,Military,,,,,Marine Corps,,,110,,Kline,,,,,,,,
,Amy,,,,05/25/1960,,1,U.S. Senator,Democrat,MN,,01/20/2007,01/03/2025,Congregationalist,White,Professional degree,Law,,,,,Did not serve,,,110,,Klobuchar,,,,,,,,
,Joseph,,,Joe,11/28/1933,02/06/2018,2,U.S. Representative,Republican,MI,9,01/03/2003,01/05/2009,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Army,,,110,,Knollenberg,,,,,,,,
,Herbert,H.,,Herb,02/07/1935,12/27/2023,2,U.S. Senator,Democrat,WI,,01/03/1989,01/03/2013,Jewish,White,Master's degree,Business or banking,,,,,Army Reserve,,,110,,Kohl,,,,,,,,
,Dennis,J.,,,10/08/1946,,2,U.S. Representative,Democrat,OH,10,01/07/1997,01/03/2013,Roman Catholic,White,Master's degree,Business or banking,Public service/politics,,,,Did not serve,,,110,,Kucinich,,,,,,,,
,John,R.,Jr.,Randy,04/19/1943,,2,U.S. Representative,Republican,NY,29,01/03/2005,01/05/2009,Episcopalian,White,Professional degree,Law,,,,,Did not serve,,,110,,Kuhl,,,,,,,,
,Jon,Llewellyn,,,04/25/1942,,2,U.S. Senator,Republican,AZ,,01/04/1995,01/03/2013,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,,110,,Kyl,,,,,,,,
,Ray,H.,,,12/06/1945,,2,U.S. Representative,Republican,IL,18,01/04/1995,01/05/2009,Roman Catholic,White,Bachelor's degree,Congressional Aide,Education,Public service/politics,,,Did not serve,,,110,,LaHood,,,,,,,,
,Doug,,,,05/24/1954,,2,U.S. Representative,Republican,CO,5,01/20/2007,01/03/2025,Christian,White,Professional degree,Law,,,,,Did not serve,,,110,,Lamborn,,,,,,,,
,Nick,,,,02/14/1945,,2,U.S. Representative,Democrat,TX,22,01/03/2007,01/05/2009,Roman Catholic,White,Master's degree,Business or banking,Education,,,,Did not serve,,,110,,Lampson,,,,,,,,
,Mary,,,,11/23/1955,,1,U.S. Senator,Democrat,LA,,01/07/1997,01/03/2015,Roman Catholic,White,Bachelor's degree,Public service/politics,Real Estate,,,,Did not serve,,,110,,Landrieu,,,,,,,,
,James,,,Jim,04/22/1964,,2,U.S. Representative,Democrat,RI,2,01/20/2001,01/03/2023,Roman Catholic,White,Master's degree,Public service/politics,,,,,Did not serve,,,110,,Langevin,,,,,,,,
,Thomas,Peter,,,02/01/1928,02/11/2008,2,U.S. Representative,Democrat,CA,12,01/05/1993,02/11/2008,Jewish,White,Doctorate degree,Education,,,,,Did not serve,,,110,,Lantos,,,,,,,,
,Rick,,,,06/15/1965,,2,U.S. Representative,Democrat,WA,2,01/20/2001,01/03/2025,Methodist,White,Master's degree,Business or banking,,,,,Did not serve,,,110,,Larsen,,,,,,,,
,John,B.,,,07/22/1948,,2,U.S. Representative,Democrat,CT,1,01/20/1999,01/03/2025,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Did not serve,,,110,,Larson,,,,,,,,
,Tom,,,,07/14/1948,,2,U.S. Representative,Republican,IA,4,01/03/2003,01/03/2013,Lutheran,White,Unknown,Agriculture,Business or banking,,,,Did not serve,,,110,,Latham,,,,,,,,
,Steven,C.,,,07/22/1954,08/03/2016,2,U.S. Representative,Republican,OH,14,01/03/2003,01/03/2013,Methodist,White,Professional degree,Law,,,,,Did not serve,,,110,,LaTourette,,,,,,,,
,Robert,E.,,Bob,04/18/1956,,2,U.S. Representative,Republican,OH,5,12/13/2007,01/03/2025,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,,110,,Latta,,,,,,,,
